Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-15 00:00:00-05:00,45.20469355,46.06372475,44.84716268,45.92935181,185915200,0,0
2018-11-16 00:00:00-05:00,45.71100038,46.7835895,45.46145113,46.43805695,147713200,0,0
2018-11-19 00:00:00-05:00,45.59102234,45.75898853,44.38886038,44.5976181,167701200,0,0
2018-11-20 00:00:00-05:00,42.80036919,43.54422415,42.1141042,42.46683502,271300800,0,0
2018-11-21 00:00:00-05:00,43.12669824,43.25627475,42.3636504,42.4188385,124496800,0,0
2018-11-23 00:00:00-05:00,41.9773266,42.37564897,41.2958618,41.34144974,94496000,0,0
2018-11-26 00:00:00-05:00,41.80936747,41.97973187,40.85435292,41.90054703,179994000,0,0
2018-11-27 00:00:00-05:00,41.15428323,41.93653132,41.00311553,41.80935669,165549600,0,0
2018-11-28 00:00:00-05:00,42.40684676,43.50103067,41.9749311,43.41704941,184250000,0,0
2018-11-29 00:00:00-05:00,43.82976057,43.8633538,42.63959358,43.08350754,167080000,0,0
2018-11-30 00:00:00-05:00,43.2610747,43.27067486,42.47883015,42.8507576,158126000,0,0
2018-12-03 00:00:00-05:00,44.26167368,44.37684994,43.48182746,44.34805679,163210000,0,0
2018-12-04 00:00:00-05:00,43.41944851,43.76498104,42.29647142,42.39725113,165377200,0,0
2018-12-06 00:00:00-05:00,41.21427978,41.93893805,40.892744,41.92454147,172393600,0,0
2018-12-07 00:00:00-05:00,41.62940159,41.86935433,40.3840463,40.42963791,169126400,0,0
2018-12-10 00:00:00-05:00,39.59219246,40.81355073,39.19147192,40.69597626,248104000,0,0
2018-12-11 00:00:00-05:00,41.19027496,41.22146632,40.07209468,40.46321869,189126800,0,0
2018-12-12 00:00:00-05:00,40.88793962,41.25266875,40.55680737,40.57600403,142510800,0,0
2018-12-13 00:00:00-05:00,40.90954033,41.40864243,40.68398419,41.01991653,127594400,0,0
2018-12-14 00:00:00-05:00,40.55200916,40.57120582,39.65938476,39.70737457,162814800,0,0
2018-12-17 00:00:00-05:00,39.70017209,40.3960371,39.04750048,39.33784485,177151600,0,0
2018-12-18 00:00:00-05:00,39.68338147,40.19927835,39.44582696,39.84894943,135366000,0,0
2018-12-19 00:00:00-05:00,39.83214199,40.18007261,38.17406821,38.60598373,196189200,0,0
2018-12-20 00:00:00-05:00,38.48841567,38.89873644,37.26465897,37.63178635,259092000,0,0
2018-12-21 00:00:00-05:00,37.63898703,37.95092633,35.90412974,36.16807556,382978400,0,0
2018-12-24 00:00:00-05:00,35.54899353,36.36483496,35.17466787,35.23225784,148676800,0,0
2018-12-26 00:00:00-05:00,35.58498807,37.72776404,35.20586234,37.71336746,234330000,0,0
2018-12-27 00:00:00-05:00,37.39423553,37.61739349,36.00971081,37.4686203,212468400,0,0
2018-12-28 00:00:00-05:00,37.79254917,38.03730195,37.08468946,37.48780823,169165600,0,0
2018-12-31 00:00:00-05:00,38.03970447,38.23886567,37.54780066,37.85014343,140014000,0,0
2019-01-02 00:00:00-05:00,37.16627698,38.11649137,37.0079073,37.89333344,148158800,0,0
2019-01-03 00:00:00-05:00,34.54839116,34.96591021,34.07328581,34.11887741,365248800,0,0
2019-01-04 00:00:00-05:00,34.68036722,35.6449782,34.50520275,35.57538986,234428400,0,0
2019-01-07 00:00:00-05:00,35.680969,35.71216402,35.00910064,35.49620438,219111200,0,0
2019-01-08 00:00:00-05:00,35.88732254,36.42961795,35.63777337,36.17286682,164101200,0,0
2019-01-09 00:00:00-05:00,36.30244958,37.0798978,35.9041308,36.78715515,180396400,0,0
2019-01-10 00:00:00-05:00,36.59278489,36.94551564,36.19926263,36.90472412,143122800,0,0
2019-01-11 00:00:00-05:00,36.68397143,36.88073074,36.35523372,36.54239655,108092800,0,0
2019-01-14 00:00:00-05:00,36.19686592,36.29764561,35.80574185,35.99290466,129756800,0,0
2019-01-15 00:00:00-05:00,36.05770006,36.80635146,36.00491017,36.72956848,114843600,0,0
2019-01-16 00:00:00-05:00,36.73196384,37.40383221,36.71276719,37.17827606,122278800,0,0
2019-01-17 00:00:00-05:00,37.00070263,37.83094052,36.77514653,37.39902496,119284800,0,0
2019-01-18 00:00:00-05:00,37.79255299,37.8837362,37.42782384,37.6293869,135004000,0,0
2019-01-22 00:00:00-05:00,37.53100498,37.60778795,36.62158214,36.78475189,121576000,0,0
2019-01-23 00:00:00-05:00,36.98871319,37.22626772,36.40082971,36.93352509,92522400,0,0
2019-01-24 00:00:00-05:00,36.97911563,37.06789697,36.41042883,36.6407814,101766000,0,0
2019-01-25 00:00:00-05:00,37.30785038,37.94372732,37.02950799,37.85494232,134142000,0,0
2019-01-28 00:00:00-05:00,37.38222233,37.51179881,36.87112567,37.50460052,104768400,0,0
2019-01-29 00:00:00-05:00,37.49261809,37.94373044,36.97911934,37.1158905,166348800,0,0
2019-01-30 00:00:00-05:00,39.17227437,39.86813566,38.44761626,39.65217972,244439200,0,0
2019-01-31 00:00:00-05:00,39.85855166,40.55201497,39.48662417,39.93773651,162958400,0,0
2019-02-01 00:00:00-05:00,40.06250804,40.5472099,39.81535336,39.95692825,130672400,0,0
2019-02-04 00:00:00-05:00,40.17048984,41.19028901,40.13929481,41.0919075,125982000,0,0
2019-02-05 00:00:00-05:00,41.47821679,42.01091198,41.35584225,41.79495239,144406400,0,0
2019-02-06 00:00:00-05:00,41.90773451,42.1284942,41.47582261,41.80935669,112958400,0,0
2019-02-07 00:00:00-05:00,41.3678383,41.73736746,40.8735364,41.01750946,126966800,0,0
2019-02-08 00:00:00-05:00,40.72351824,41.12595743,40.58615684,41.06571198,95280000,0.1825,0
2019-02-11 00:00:00-05:00,41.21994863,41.25850661,40.78618054,40.82955551,83973600,0,0
2019-02-12 00:00:00-05:00,40.99101101,41.20789319,40.89461607,41.18138504,89134000,0,0
2019-02-13 00:00:00-05:00,41.30187789,41.56454721,40.94763428,41.01028824,89960800,0,0
2019-02-14 00:00:00-05:00,40.89702159,41.27054042,40.81749715,41.15969086,87342800,0,0
2019-02-15 00:00:00-05:00,41.26813439,41.37657547,40.90666168,41.06811905,98507200,0,0
2019-02-19 00:00:00-05:00,40.8970341,41.3139317,40.8440178,41.19102859,75891200,0,0
2019-02-20 00:00:00-05:00,41.25368422,41.76697674,41.20548858,41.45610809,104457600,0,0
2019-02-21 00:00:00-05:00,41.40067895,41.53803668,41.03920621,41.22235107,68998800,0,0
2019-02-22 00:00:00-05:00,41.34765646,41.68985016,41.29946083,41.682621,75652800,0,0
2019-02-25 00:00:00-05:00,41.96939646,42.38147333,41.91878866,41.98626328,87493600,0,0
2019-02-26 00:00:00-05:00,41.86095697,42.24411721,41.73082472,42.01036453,68280800,0,0
2019-02-27 00:00:00-05:00,41.74046066,42.17181648,41.62478675,42.14048767,111341600,0,0
2019-02-28 00:00:00-05:00,42.00795371,42.15013211,41.67057695,41.72600174,112861600,0,0
2019-03-01 00:00:00-05:00,41.99831469,42.20796771,41.66335008,42.16459274,103544800,0,0
